pair_id,source_title,cor_section,answer,question,local_or_sum,attribute1,attribute2,ex_or_im
1c657c0b87e0508b,story-of-princess-hase,4,"as her mother had wished, a good and obedient little Princess",How did Hase-Hime grow up?,local,action,,explicit
6a67eddfe69757e5,story-of-princess-hase,4,married again,What did Prince Toyonari do after the death of his first wife?,local,action,,explicit
5d018c9ad53755df,story-of-princess-hase,4,a lady of noble birth,Who was Princess Terute?,local,character,,explicit
75d9f709dc175f0d,story-of-princess-hase,4,"cruel, bad heart",What kind of heart did Princess Terute have?,local,character,,explicit
64a50262d2895a6e,story-of-princess-hase,4,unkindly,How did Princess Terute treat Hase-Hime?,local,action,,explicit
05d8db560a455111,story-of-princess-hase,5,music and poetry,What were Hase-Hime's favorites studies?,local,action,,explicit
1aee0b3bfeeb55b1,story-of-princess-hase,5,She had been trained by her own good mother.,Why did Hase-Hime treat her step-mother kindly?,local,causal relationship,,explicit
9e644f0456f75522,story-of-princess-hase,5,Hase Hime obeyed her in every way and never gave any trouble.,Why did Lady Terute have no cause for complaint against Hase-Him?,local,causal relationship,,explicit
80f78d0bf9bf5bd9,story-of-princess-hase,5,the koto,What instrument did Hase-Hime learn?,local,action,,explicit
88d167dc1ab85726,story-of-princess-hase,5,She and her step-mother were summoned to the Palace to perform before the Emperor.,What happened because Hase-Hime played so beautifully?,local,outcome resolution,,explicit
7146a56eecf55e29,story-of-princess-hase,6,happy,How did the festivities of the Cherry Flowers make the Emperor feel?,local,feeling,,implicit
2113d2bce7b85858,story-of-princess-hase,6,Princess Hase should perform before him on the koto.,What did the Emperor command?,local,action,,explicit
331f401b8f045f07,story-of-princess-hase,6,No ordinary subject was allowed to look upon his sacred face.,Why did the Emperor sit behind a curtain of finely-sliced bamboo and purple tassels?,local,causal relationship,,explicit
9621ce1eee615908,story-of-princess-hase,7,her wonderful memory and talent,How did Hase-Hime astonish her masters?,local,action,,explicit
37105ac6e33f5adc,story-of-princess-hase,7,broke down her accompaniment and had to request one of the Court ladies to take her place,What happened because Princess Terute never took the trouble to practice daily?,local,outcome resolution,,explicit
3768b87bd0045691,story-of-princess-hase,7,furiously jealous,How did Princess Terute feel because she failed?,local,feeling,,explicit
6aceda1688705079,story-of-princess-hase,7,sent many beautiful gifts to the little Princess,What did the Emperor do because the little Princess played well?,local,action,,explicit
62abe7b6a9aa5957,story-of-princess-hase,7,try to kill Hase-Hime,What will Princess Terute do because she hates Hase-Hime?,local,prediction,action,implicit
36f52473bcfb5221,story-of-princess-hase,7,a son born to her,What good fortune did Princess Terute have?,local,action,,explicit
a261ff8648df5d9f,story-of-princess-hase,7,Her son would have all the love of his father.,Why did Princess Terute wish Hase-Hime was not there?,local,causal relationship,,explicit
f95703dd9bc55f59,story-of-princess-hase,"7,8",She allowed this wicked thought to grow into the awful desire of taking her step-daughter's life.,What happened because Princess Terute never learned to control her self?,summary,outcome resolution,,explicit
ecc5a3be06385b85,story-of-princess-hase,8,She wanted to poison Hase-Hime.,Why did Princess Terute put poison in some wine?,local,causal relationship,,implicit
7c70cfe2e5de5d5d,story-of-princess-hase,8,playing,What were Hase-Hime and her brother doing?,local,action,,explicit
1d2442dac4255652,story-of-princess-hase,"8,9",She didn't know it was poisoned.,Why did Hase-Hime take the cup of wine?,summary,causal relationship,,implicit
33ced29270835220,story-of-princess-hase,10,She poured out the wine hurriedly and unconsciously gave the poisoned cup to her own child.,What happened because Princess Terute grew nervous?,local,outcome resolution,,explicit
ade48bb330d15ff3,story-of-princess-hase,10,angry,How did the Princess Terute feel when learned she gave the wrong cup to her son?,local,feeling,,implicit
5c7881d7497158af,story-of-princess-hase,11,She began to hate Hase-Hime more than ever.,What happened because Princess Terute lost her child?,local,outcome resolution,,explicit
7dac80eb53fe5d81,story-of-princess-hase,"5,11",She was very diligent.,How had Hase-Hime become a poetess of some merit?,summary,action,,explicit
de7d5c1042d45d87,story-of-princess-hase,12,the roaring of the torrents of water rushing along a narrow bed,What disturbed the Emperor's rest day and night?,local,action,,explicit
f5887b4a9e42541f,story-of-princess-hase,12,priests to offer up continuous prayers to Heaven to stop the noise of the flood,What did the Imperial Edict command?,local,action,,explicit
b6996372c9db5e6f,story-of-princess-hase,13,Princess Hase was the most gifted poetess of the day.,What was whispered in Court circles?,local,action,,explicit
ccd9274b17f25456,story-of-princess-hase,13,write a poem and offer it in prayer,What was requested of Princess Hase?,local,action,,explicit
2ba832cb259552bb,story-of-princess-hase,14,Heavy was the duty that was laid on her young shoulders.,Why was Hase-Hime afraid when she heard what was required of her?,local,causal relationship,,explicit
719a643235b253c0,story-of-princess-hase,14,fear and astonishment,How did Hase-Hime feel when she heard the request?,local,feeling,,explicit
f5418705e82e5238,story-of-princess-hase,14,a leaflet of paper heavily flecked with gold-dust,What was the poem written on?,local,action,,explicit
060c7fea1d645bbf,story-of-princess-hase,"14,15","The waters ceased their roaring, and the river was quiet.",What happened after the poem was read?,summary,outcome resolution,,explicit
bacca031ff095a4d,story-of-princess-hase,"12,15",He could now sleep soundly.,How did the ceasing of the water roar allow the Emperor to recover in his health?,summary,causal relationship,,implicit
ae445c11d2085f9b,story-of-princess-hase,15,She was rewarded for stopping the water.,Why was Hase-Hime give the rank of Chinjo?,local,causal relationship,,implicit
87490c9db1ad5efb,story-of-princess-hase,15,angry,How will Hase-Hime's step-mother feel when she hears of Hase-Hime's success?,local,prediction,feeling,implicit
6a8cf874057d5306,story-of-princess-hase,16,brooding over the death of her own child,Why was Hase-Hime's step-mother mortified to see her step-daughter do well?,local,causal relationship,,explicit
2178915a15915a23,story-of-princess-hase,16,told her sharply that she was quite mistaken,What did Hase-Hime's father do when the step-mother tried to tell him lies?,local,action,,explicit
40825cc914d65add,story-of-princess-hase,16,ordered one of her old servants to take the innocent girl to the Hibari Mountains and kill her there,What did the step-mother do in her husband's absence?,local,action,,explicit
119f4bbb5adc5d5e,story-of-princess-hase,"16,17",the step-mother's old servant,Who was Katoda?,summary,character,,explicit
583a1e546a42548d,story-of-princess-hase,17,knew that the young Princess was quite innocent of all the things her step-mother had invented to him as reasons for her outrageous orders,Why did Katoda defy the step-mother's orders?,local,causal relationship,,explicit
ebc4365ab04255e8,story-of-princess-hase,17,Katoda,Who took care of the Princess?,local,character,,explicit
207a233730d15064,story-of-princess-hase,18,He was nearly ill with anxiety.,What happened because Prince Toyonari thought his daughter had run away?,local,outcome resolution,,explicit
64067fe46e355ef1,story-of-princess-hase,18,to forget his terrible worry,Why did Prince Toyonari call his men together for a hunt?,local,causal relationship,,explicit
bc46e2ab9d8c5cf3,story-of-princess-hase,18,the district of the Hibari Mountains,Where did Prince Toyonari ride to?,local,setting,,explicit
75e085264d6f5cce,story-of-princess-hase,18,Hase-Hime,Who will Prince Toyonari find in the mountains?,local,prediction,character,explicit
4745ac358ecf59fc,story-of-princess-hase,19,He distinctly heard a beautiful clear voice reading aloud.,Why did Prince Toyonari approach the cottage?,local,causal relationship,,explicit
dbdeb97846605d27,story-of-princess-hase,20,happy,How did Hase-Hime feel when she saw her father?,local,feeling,,implicit
0d29d2d7234f5bab,story-of-princess-hase,21,poured out the long tale of wrong,What did Katoda do after bowing?,local,action,,explicit
c8b34311da1f5601,story-of-princess-hase,21,She fled from the house and returned in disgrace to her father's roof and nothing more was heard of her.,What happened because the step-mother heard what had happened?,local,outcome resolution,,explicit
8a880e69eca55a9e,story-of-princess-hase,22,Katoda,Who did the little Princess owe her life to?,local,character,,explicit
28759f3b49ce5e08,story-of-princess-hase,22,a younger son of one of the Court nobles,Who was adopted and married to Hase-Hime?,local,character,,explicit
fea54e783e0e54a7,story-of-princess-hase,22,Buddhist temples of Kioto,Where is there said to be a tapestry sewn from Princess Hase?,local,setting,,explicit
6a08c40421f7545b,story-of-princess-hase,"2,5,20,21",kindly,How did Prince Toyonari treat Hase-Hime?,summary,action,,implicit
4d36e0128fba571f,story-of-princess-hase,"4,8",Princess Terute was envious.,Why did Princess Terute not like Hase-Hime?,summary,causal relationship,,implicit
2dc310ca101254a8,strong-desire-and-the-red-sorcerer,1,Odshedoph,Who had a wife and one son?,local,character,,explicit
98ba05e767725597,strong-desire-and-the-red-sorcerer,1,"the neighborhood of a distant forest, where game abounded",Where did Odshedoph withdraw his family to?,local,setting,,explicit
dcb15d087dc15652,strong-desire-and-the-red-sorcerer,1,fixed the lodge,What did the wife do while the husband went out to hunt?,local,action,,explicit
c57937a0a75c5513,strong-desire-and-the-red-sorcerer,1,It was dark.,Why was the son afraid to go to the river for some water?,local,causal relationship,,explicit
f79f1743518b53c2,strong-desire-and-the-red-sorcerer,2,"He mused in silence. He sat by the lodge door all the night through, looking up at the stars, and sighing like one sorely distressed.",What happened to the stripling after his father said the stripling would never kill the Red Head?,local,outcome resolution,,explicit
0a384722f364519a,strong-desire-and-the-red-sorcerer,3,left the arrows in the carcasses,Why did Strong Desire run out of arrows?,local,causal relationship,,explicit
b5a7891b04ed5917,strong-desire-and-the-red-sorcerer,3,He was in great distress at night for the want of food.,Why did Strong Desire throw himself upon the earth in despair?,local,causal relationship,,explicit
2fddf11e52f15a5d,strong-desire-and-the-red-sorcerer,4,the figure of a human being,What did Strong Desire discover at a distance?,local,action,,explicit
2c73eb8cdd0d54bb,strong-desire-and-the-red-sorcerer,4,the terrible witch,Who did Strong Desire discover the figure as?,local,character,,explicit
a252b8854c50584a,strong-desire-and-the-red-sorcerer,5,The scalps uttered loud shouts of laughter.,What happened after the witch shook her mantle several times?,local,outcome resolution,,explicit
c2fb697a2cad54cd,strong-desire-and-the-red-sorcerer,5,"She had known him from the time he had left his father's lodge, and had watched his movements.",What did the witch tell Strong Desire?,local,action,,explicit
6d4db8d2f5bd5c9b,strong-desire-and-the-red-sorcerer,"6,7","dressed him as a female, furnishing him with the necessary garments, and tinting his face with colors of the most charming dye",What did the witch do to Strong Desire?,summary,action,,explicit
3829e9e5011357d5,strong-desire-and-the-red-sorcerer,7,"Hah-Undo-Tah, or the Red Head",Who was the terror of all the country?,local,character,,explicit
f5bf7f1fb9ee559c,strong-desire-and-the-red-sorcerer,7,upon an island in the centre of his realm of water,Where did Red Head live?,local,setting,,explicit
41f0fbb3b4c25b84,strong-desire-and-the-red-sorcerer,7,She would return to her village.,What would happen if Red Head did not seek Strong Desire?,local,prediction,outcome resolution,explicit
2a024a2629245306,strong-desire-and-the-red-sorcerer,8,cut off Red Head's head with the blade of grass,What did the witch tell Strong Desire to do once he reached a lonesome spot with Red Head?,local,action,,explicit
3118d2cf88145b20,strong-desire-and-the-red-sorcerer,"7,9",He was a man.,Why did Strong Desire decline the proposals of marriage?,summary,causal relationship,,implicit
808e8fde4f7f560a,strong-desire-and-the-red-sorcerer,9,spoke to them,What did Red Head do to pacify the rattlesnakes?,local,action,,explicit
cbc49c4896645dba,strong-desire-and-the-red-sorcerer,10,"The figure and manners, the countenance, and more especially the eyes, were beyond a doubt those of a man.",Why was the mother of the Red Head fixated on her new daughter-in-law?,local,causal relationship,,explicit
5c977a6337025a7a,strong-desire-and-the-red-sorcerer,10,broke his pipe-stem in her face and called her an owl,What did Red Head's father do when Red Head's mother urged her doubts?,local,action,,explicit
075743f2ad4254f4,strong-desire-and-the-red-sorcerer,10,She received so gross an affront from his relatives she could not think of remaining with him as his wife.,Why did the mock bride inform the Red Head she should return to her own friends?,local,causal relationship,,explicit
e6cc642014625098,strong-desire-and-the-red-sorcerer,11,"Strong Desire now changed his manner, was very kind and soothing.",What happened to Strong Desire's manner after Red Head rested his head on Strong Desire's lap?,local,outcome resolution,,explicit
29563bf233f45910,strong-desire-and-the-red-sorcerer,12,the torches of persons come out in search of the new married couple,What did Strong Desire see when he looked back?,local,action,,explicit
ec0165f8d0415b82,strong-desire-and-the-red-sorcerer,13,rejoice,How did the witch feel when she received Strong Desire?,local,feeling,,explicit
203f70f5576854cb,strong-desire-and-the-red-sorcerer,13,"Maunkahkeesh, the Spirit of the Earth",Who required an offering or sacrifice from all of her sons who performed extraordinary deeds?,local,character,,explicit
c2061d4b8a9858cb,strong-desire-and-the-red-sorcerer,13,a partridge,What did the little old woman give Strong Desire to throw into the opening?,local,action,,explicit
1e796f99703e525a,strong-desire-and-the-red-sorcerer,14,"The parents were in heavy sorrowing for their son, whom they supposed to be lost.",What did Strong Desire find his parents doing?,local,action,,explicit
b3fa8e476bd35b2f,strong-desire-and-the-red-sorcerer,15,scared,How will the young men feel when they saw the head of the Red Sorcerer?,local,feeling,prediction,implicit
dff80277b6a45766,strong-desire-and-the-red-sorcerer,15,They did not believe that Strong Desire could kill Red Head.,Why did the young men believe Strong Desire was mad?,local,causal relationship,,implicit
e585cc8a1da9561c,strong-desire-and-the-red-sorcerer,2,to hunt,Why did Strong Desire busy himself in preparing a bow and arrows?,local,causal relationship,,explicit
6166dd2aa47d52c8,strong-desire-and-the-red-sorcerer,8,Strong Desire appears to be a woman.,Why will the Indians want to make Strong Desire their wife?,local,causal relationship,prediction,implicit
520a28c9882b5c01,strong-desire-and-the-red-sorcerer,9,lucky,How will Red Head feel marrying Strong Desire?,local,prediction,feeling,implicit
f91e9275a2315f1d,strong-desire-and-the-red-sorcerer,12,Strong Desire was beautiful.,Why did Red Head not want to kill Strong Desire?,local,causal relationship,,implicit
a6a9656eb9bb56c2,strong-desire-and-the-red-sorcerer,"1,2",He could not see.,Why was Strong Desire afraid of the dark?,summary,causal relationship,,implicit
799c2e5fe18c5825,strong-desire-and-the-red-sorcerer,15,Strong Desire overcame his fear.,Why was Strong Desire placed among the first warriors of the nation?,local,causal relationship,,implicit
877acd141ee85673,strong-desire-and-the-red-sorcerer,"9,10",Strong Desire rejected everyone's proposals.,Why did Red Head want to marry Strong Desire?,summary,causal relationship,,implicit
9bec08636f605862,strong-desire-and-the-red-sorcerer,11,no longer worry about marriage,How will Red Head be able to focus on massacre after marrying Strong Desire?,local,action,prediction,implicit
d22f692a3cbf58b2,tale-of-ginger-and-pickles,2,Ginger and Pickles,Who were the people that kept the shop?,local,character,,explicit
5484876ad9735bac,tale-of-ginger-and-pickles,1,Ginger and Pickles,Where did Lucdina and Jane Doll-cook buy their groceries?,local,setting,,explicit
bc4b665fd1075372,tale-of-ginger-and-pickles,2,afraid,How did the rabbits feel about Pickles?,local,feeling,,explicit
f274e85eeee3528e,tale-of-ginger-and-pickles,"5, 6",The customers never paid for as much as a pennyworth of peppermints.,Why didn't Pickles and Ginger make any money?,summary,causal relationship,,explicit
b2b471e0d2135ca3,tale-of-ginger-and-pickles,6,There was always no money.,Why did Pickles and Ginger have to eat their own goods?,local,causal relationship,,explicit
3dfda582b9885a39,tale-of-ginger-and-pickles,9,sent in all the bills again to everybody,What did Ginger and Pickle do to make everyone pay for their items?,local,action,,explicit
9cfd282fcaf65a1e,tale-of-ginger-and-pickles,11,rates and taxes,What did the policement deliver to Ginger and Pickles?,local,action,,explicit
4417790a2c2c5f72,tale-of-ginger-and-pickles,"11, 12",Ginger was living in the warren.,What did Ginger and Pickles do after they close the shop?,summary,action,,explicit
e49e769e9e1459e0,tale-of-ginger-and-pickles,12,Tabitha Twitchit immediately raised the price of everything a half-penny and she continued to refuse to give credit.,Why did the closing of the shop create great inconvenience for the villagers?,local,causal relationship,,explicit
78ea088fe1545e9c,tale-of-ginger-and-pickles,13,peppermints and candles,What did Mr. John Dormouse and his daughter sell?,local,action,,explicit
84e609a066ce5ff4,tale-of-ginger-and-pickles,"14, 15",The shop was crammed with customers.,What happened after Sally Henny Penny reopened the shop?,summary,outcome resolution,,explicit
06ff906074855c46,tale-of-ginger-and-pickles,14,pleased,How did the villagers feel when Sally Henny Penny sent out a printed poster to say that she was going to reopen the shop?,local,feeling,,explicit
a3b4cb68efcf5f45,tale-of-ginger-and-pickles,"4, 5",Ginger and Pickle gave unlimited credit and Tabitha Twitchit did not give credit.,How were Ginger and Pickles different from Tabitha Twitchit?,summary,character,,explicit
0127fd196c5151fc,tale-of-ginger-and-pickles,15,flustered,How did Sally Henny Penny feel when she tried to count out change?,local,feeling,,explicit
2b890b86977e5e4f,tale-of-ginger-and-pickles,13,stayed in bed,What did Mr. Dormouse do when he was complained to?,local,action,,explicit
ba3ce169aacb595a,tale-of-ginger-and-pickles,15,There was a rush.,What happened on opening day?,local,outcome resolution,,explicit
b3b5f0e1914752f6,tale-of-ginger-and-pickles,2,Ginger,Who was a yellow tom-cat?,local,character,,explicit
cccb1cdfebb4503e,tale-of-ginger-and-pickles,2,Pickles,Who was a terrier?,local,character,,explicit
cd357d5305fd57a1,tale-of-ginger-and-pickles,7,"There was still no money, and Pickles was unable to buy a dog license.",What happened when January 1st came?,local,outcome resolution,,explicit
c7b4189934fc5dfe,tale-of-johnny-town-mouse,1,in a cupboard,Where was Johnny Town-mouse born?,local,character,,explicit
1d5ea9d08b9d5442,tale-of-johnny-town-mouse,1,Timmy Willie,Who was the country mouse?,local,character,,explicit
8a61885bb0eb5a81,tale-of-johnny-town-mouse,2,ate some peas,What did Timmy Willie do before falling asleep in the hamper?,local,action,,explicit
296e39e02ebf59b2,tale-of-johnny-town-mouse,2,scared,How will Timmy Willie feel when he wakes up?,local,feeling,prediction,implicit
12da4aa3ad115aba,tale-of-johnny-town-mouse,2,by the garden gate,Where did the gardener leave the hamper for the carrier?,local,setting,,explicit
0f55e122817d5028,tale-of-johnny-town-mouse,3,clattering of horse's feet,What sounds did Timmy Willie hear when he wakes up?,local,action,,explicit
bf508e306e27537e,tale-of-johnny-town-mouse,3,frightened,How did Timmy Willie feel when he woke up?,local,feeling,,explicit
52eafecfe8c2593d,tale-of-johnny-town-mouse,3,the hamper was being lifted into the carrier's cart,Why did Timmy Willie feel frightened when he woke up?,local,causal relationship,,explicit
a0e0469380a75c24,tale-of-johnny-town-mouse,5,unpacked the vegetables,What did the cook do after she opened the hamper?,local,action,,explicit
965dacd14dab57ac,tale-of-johnny-town-mouse,"5,6",Out sprang the terrified Timmy Willie.,Why did the cook jump on a chair and shout?,summary,causal relationship,,explicit
e1c86493d46b5fac,tale-of-johnny-town-mouse,8,nine other mice,Who did Johnny Town-Mice introduce to Timmy Willie?,local,character,,explicit
2cd423dd41dc528c,tale-of-johnny-town-mouse,8,long tails and white neckties,What did the mice look like?,local,character,,explicit
dc648118bed65233,tale-of-johnny-town-mouse,10,They were being chased by the cat.,"Why did the two mice come tumbling in, squeaking and laughing?",local,causal relationship,,explicit
dee8dca27f3f506c,tale-of-johnny-town-mouse,10,horror,How did Timmy Willie feel about the mice being chased by the cat?,local,feeling,,explicit
387d9a74706352ec,tale-of-johnny-town-mouse,11,The sofa smelt of cat.,Why did Timmy Willie not want to sleep on the sofa?,local,causal relationship,,explicit
76aa124045685ec8,tale-of-johnny-town-mouse,13,try to go back home,What will Timmy Willie do because he longed to be home?,local,prediction,action,implicit
82b8c8d9d30d5ba5,tale-of-johnny-town-mouse,17,He was set down safely in his own garden.,What happened to Timmy after he got in the hamper?,local,outcome resolution,,explicit
c4705d5c15a15b59,tale-of-johnny-town-mouse,19,happy,How did Timmy Willie feel about Johnny Town-Mouse's visit to the country?,local,feeling,,implicit
0c5d6b06a0635e4d,tale-of-johnny-town-mouse,25,It was too quiet.,What made Johnny Town-Mouse want to return home?,local,causal relationship,,explicit
35920cdf44a75ad2,tale-of-johnny-town-mouse,"2,3",Timmy Willie fell asleep in the hamper.,How did Timmy Willie end up in the town?,summary,causal relationship,,implicit
da58a718f3bb55a6,tale-of-johnny-town-mouse,"1,8,25",Timmy Willie liked the country and Johnny Town-Mouse liked the town.,How were Timmy Willie and Johnny Town-Mouse different from each other?,summary,character,,implicit
0b8c75a1d57d561f,tale-of-johnny-town-mouse,8,politeness,How did Johnny Town-Mouse and his friends treat Timmy Willie when they met him?,local,action,,explicit
38ee8cf70da85f41,tale-of-mrs.tittlemouse,1,in a bank under a hedge,Where did Mrs. Tittlemouse live?,local,setting,,explicit
414b30e04c1b5228,tale-of-mrs.tittlemouse,2,Mrs. Tittlemouse,Who was the most terribly tidy particular little mouse?,local,character,,explicit
6099ea75dce158a2,tale-of-mrs.tittlemouse,2,clattered her dustpan,What did Mrs. Tittlemouse do when a beetle came into her house?,local,action,,explicit
8f0014f891aa5725,tale-of-mrs.tittlemouse,6,She pulled out moss and three or four other bees put their heads out.,Why did Mrs. Tittlemouse need to ask for help?,local,causal relationship,,explicit
1db3629b0a905632,tale-of-mrs.tittlemouse,6,He never wiped his feet.,Why didn't Mrs. Tittlemouse want to ask Mr. Jackson for help?,local,causal relationship,,explicit
4d7d0870b63756bb,tale-of-mrs.tittlemouse,6,"in a drain below the hedge, in a very dirty wet ditch",Where did Mr. Jackson live?,local,setting,,explicit
151be35890da50e8,tale-of-mrs.tittlemouse,7,He was wet.,Why did Mr. Jackson come into Mrs.Tittlemouse's house?,local,causal relationship,,implicit
6c29e2a8754f5ce0,tale-of-mrs.tittlemouse,11,pulled out the bees nest,What did Mr. Jackson do to remove the bees?,local,action,,explicit
0590ea8a2f095e34,tale-of-mrs.tittlemouse,11,made the front door too small for Mr. Jackson to enter,What did Mrs.Tittlemouse do to to her front door?,local,action,,explicit
eff4407e4eb953f1,tale-of-mrs.tittlemouse,12,five mice,Who did Mrs. Tittlemouse invite to her party?,local,character,,explicit
9a9209c622395123,tale-of-mrs.tittlemouse,13,not at all offended,How did Mr. Jackson feel when he could not enter Mrs.Tittlemouse's house?,local,feeling,,explicit
5f836e088bd75154,tale-of-mrs.tittlemouse,13,They handed him out acorn-cupful honeydew through the window.,What did the little mice do when Mr.Jackson could not enter Mrs. Tittlemouse's house?,local,action,,explicit
e14f272d6f4a5341,tale-of-mrs.tittlemouse,12,"She gave a party to five other little mice, without Mr. Jackson.",What did Mrs. Tittlemouse do after she finished cleaning up the house?,local,action,,explicit
2b8ab1ff4edc59f3,tale-of-mrs.tittlemouse,12,He smelt the party and came up the bank.,Why did Mr. Jackson come to the party even though he was not invited?,local,causal relationship,,explicit
5794e5aee53b57c9,tale-of-mrs.tittlemouse,13,sat outside,What did Mr. Jackson do to join the party after seeing that he could not fit through the front door?,local,action,,explicit
58a138fad6de5049,tale-of-mrs.tittlemouse,11,upset,How will Mrs. Tittlemouse feel after seeing her house is a mess?,local,prediction,feeling,implicit
25373a50c1bb51ed,tale-of-tom-kitten,1,three,How many kittens were there?,local,character,,explicit
1e6d69ce789759ba,tale-of-tom-kitten,1,in the dust,Where did the kittens play?,local,action,,explicit
ad097c86eeb8559e,tale-of-tom-kitten,1,Mrs. Tabitha Twitchwit expected friends to tea.,Why did the kitten's mother fetch them inside?,local,causal relationship,,explicit
1c9337eaef4651ae,tale-of-tom-kitten,2,scrubbed their faces,What did Mrs. Tabitha do first?,local,action,,explicit
04854950e5ac5993,tale-of-tom-kitten,3,Tom Kitten,Who was the very naughty kitten?,local,character,,explicit
ef92b9fb78235c0e,tale-of-tom-kitten,4,Tom Kitten was very fat.,Why did several buttons burst off Tom's clothes?,local,causal relationship,,explicit
e3a2622be5405e5a,tale-of-tom-kitten,4,The kittens would get their clothes dirty.,Why was it unwise for Mrs. Tabitha to turn the kittens out into the garden?,local,causal relationship,,implicit
18121826954d5da7,tale-of-tom-kitten,5,the garden wall,Where did Moppet say they should sit on?,local,setting,,explicit
5282af067f6850cf,tale-of-tom-kitten,6,His buttons were shredded.,What happened to Tom Kitten's clothes when he jumped on the wall?,local,action,,explicit
36f1447ce4995653,tale-of-tom-kitten,"6,7",pull Tom Kitten together,What were the kittens trying to do when the Puddle-ducks walked over?,summary,action,,explicit
9a559352181c53ad,tale-of-tom-kitten,7,put them on,What did the two duck-birds do after picking up the hat and tucker?,local,action,,explicit
1483fb6f58ca5cc0,tale-of-tom-kitten,8,She laughed.,Why did Mittens fall of the wall?,local,causal relationship,,explicit
6dcadc3c4afe5579,tale-of-tom-kitten,10,upset,How will Tabitha Twitchwit feel after seeing the kittens with no clothes on?,local,feeling,prediction,implicit
ddbe8ff27760544e,tale-of-tom-kitten,11,There were very extraordinary noises over-head.,What happened when Mrs. Tabitha Twitch's friends come over?,local,action,outcome resolution,explicit
ba7051c9081e5bbd,tale-of-tom-kitten,13,There were no buttons.,Why did the clothes come off directly from the Puddle-Ducks?,local,causal relationship,,explicit
818d1185ebec59f6,tale-of-tom-kitten,1,Mittens,What was the name of one of the three kittens?,local,character,,explicit
945134fb64a65322,tale-of-tom-kitten,4,sewed them on again,What did Tom Kitten's mother do when his buttons burst off his coat?,local,action,,explicit
f8c2a577675b53de,tale-of-tom-kitten,6,Tom Kitten,Which kitten was unable to jump up the wall?,local,character,,explicit
6c8d9182b1b55e49,tale-of-tom-kitten,"11,12",playing,What do were the kittens were doing in their room?,summary,action,,implicit
ff7fdefd78615a52,the-abbot-of-inisfalen,1,the Abbot of Inisfalen,Who awoke before dawn of day?,local,character,,explicit
756a00b7b41c51fe,the-abbot-of-inisfalen,1,under the dewy green leaves,Where did the Abbot of Inisfalen pray?,local,setting,,explicit
91749a8f9ee0554b,the-abbot-of-inisfalen,1,for his sins' forgiveness,What did the Abbot pray for while the dawn was waxing red?,local,action,,explicit
2ed2f4b167ed5bdd,the-abbot-of-inisfalen,1,all men,Who did the Abbot pray for from his heart?,local,character,,explicit
b0fc6cd4f21d562d,the-abbot-of-inisfalen,1,in Heaven,Where was the Abbot's blissful soul?,local,setting,,explicit
bc156477e1c655cd,the-abbot-of-inisfalen,1,arose upon his feet,What did the Abbot do after praying?,summary,action,,explicit
a4234e1be927585c,the-abbot-of-inisfalen,2,a small bird,What did the Abbot hear singing?,local,action,,explicit
eb5153fd658c5621,the-abbot-of-inisfalen,2,a holly-bush,What did the small bird sing upon?,local,action,,explicit
7890ad876ba75bcb,the-abbot-of-inisfalen,2,the hour he was born,What was the last time the Abbot heard such music?,local,action,,explicit
f2fdabfcf42b561e,the-abbot-of-inisfalen,2,blessed the little white singing-bird,What did the Abbot do after he heard the bird sing?,local,action,,explicit
e9a5c408a97a5506,the-abbot-of-inisfalen,3,his Abbey,Where did the Abbot come to?,local,setting,,explicit
c07ffbec7aac5c10,the-abbot-of-inisfalen,3,a wondrous change,What did the Abbot find when he came to his abbey?,local,action,,explicit
91cf2bbb871951e0,the-abbot-of-inisfalen,3,every face was strange,Why did the Abbot see no friendly faces?,local,causal relationship,,explicit
627fa212b0395206,the-abbot-of-inisfalen,3,"The foreign tongue of the Sassenach, not wholesome Irish speech.",What did the Abbot hear the strange men speak?,local,action,,explicit
3bab48fb62945510,the-abbot-of-inisfalen,3,the oldest monk,Who came forward in Irish tongue?,local,character,,explicit
c0045a3481c2517f,the-abbot-of-inisfalen,3,Cormac,Who wore the holy Augustine's dress?,local,character,,explicit
e4488fa8ee695032,the-abbot-of-inisfalen,3,Matthias,Who was the strange men's Abbot?,local,character,,explicit
112d258138e35185,the-abbot-of-inisfalen,3,never was heard of more,What did the Abbot find when he came to his abbey?,local,action,,explicit
da3dc1786e2f5074,the-abbot-of-inisfalen,4,the sweetest song they heard,What was heard outside the window?,local,action,,explicit
ee095e5c531c5868,the-abbot-of-inisfalen,4,the bird,What did the monks see when they looked outside the window?,local,action,,explicit
88d2d63319ca5443,the-abbot-of-inisfalen,4,waved their white wings and fled,What happened after the two birds sang?,local,outcome resolution,,explicit
e086304f0b1e5dc3,the-abbot-of-inisfalen,4,buried his blessed body,What did the monks do to the blessed body?,local,action,,explicit
bb89eca0226e5859,the-abbot-of-inisfalen,4,where lake and greensward meet,Where did the monks bury the body?,local,setting,,explicit
d5b6120f8b475e06,the-abbot-of-inisfalen,4,a holly-bush,What did the Abbot see on the body's feet?,local,action,,explicit
f16193b01f7e528e,the-abbot-of-inisfalen,3,The Abbot hearken'd awhile to a little bird that sung above his head.,What happened after the Abbot's prayers were said?,local,outcome resolution,,explicit
dc9ad563558052da,the-abbot-of-inisfalen,1,the dawn was dim and gray,Why did the Abbot kneel low?,local,causal relationship,,explicit
